ticker,name,open,high,low,close,prev_close,volume
1240,茂生農經,58.7,58.7,58.4,58.4,58.5,16
1259,安心,60.4,61.1,60.4,61.1,61.1,2
1264,德麥,283.0,283.0,283.0,283.0,283.0,6
1268,漢來美食,159.5,160.5,159.5,160.0,160.0,22
1294,漢田生技,78.0,78.9,77.3,78.9,78.4,11
1295,生合,88.4,89.9,87.7,88.5,88.3,58
1336,台翰,16.25,16.3,16.2,16.3,16.2,61
1565,精華,116.5,118.5,116.5,117.0,116.5,136
1569,濱川,54.9,55.6,54.2,54.2,54.800000000000004,394
1570,力肯,31.95,32.15,31.85,31.85,31.85,146
1580,新麥,135.5,136.0,135.5,135.5,135.5,15
1584,精剛,21.9,22.05,21.7,21.7,21.7,354
1586,和勤,26.6,27.35,26.1,26.6,26.400000000000002,599
1591,駿吉-KY,49.95,50.0,48.0,49.15,48.75,89
1593,祺驊,29.8,29.8,28.7,29.6,29.5,33
1595,川寶,37.2,37.5,36.9,36.9,37.199999999999996,40
1599,宏佳騰,26.4,26.4,25.6,25.7,25.599999999999998,10
1742,台蠟,13.9,14.05,13.5,13.5,13.45,7
1777,生泰,75.1,75.1,74.5,74.5,75.1,20
1781,合世,11.2,11.45,11.2,11.3,11.200000000000001,36
1784,訊聯,106.0,107.5,103.0,106.5,102.5,784
1785,光洋科,61.9,63.6,61.1,63.3,61.3,8740
1788,杏昌,136.5,136.5,136.5,136.5,137.0,5
1796,金穎生技,48.75,48.75,48.0,48.0,48.7,17
1799,易威,33.6,34.6,33.3,33.3,33.199999999999996,99
1813,寶利徠,12.8,12.8,12.8,12.8,12.8,9
1815,富喬,82.0,82.5,80.5,81.0,81.5,18661
2035,唐榮,28.0,28.15,27.7,27.7,27.9,21
2061,風青,19.3,19.45,18.85,18.95,19.3,118
2063,世鎧,25.2,25.4,25.2,25.2,25.2,3
2064,晉椿,11.35,11.35,11.35,11.35,11.299999999999999,8
2065,世豐,29.0,29.2,29.0,29.2,28.95,24
2066,世德,50.5,50.5,49.5,49.5,49.5,6
2067,嘉鋼,9.83,9.83,9.3,9.4,9.8,228
2070,精湛,39.35,39.65,39.35,39.35,39.25,24
2221,大甲,28.45,28.45,28.15,28.4,28.0,9
2230,泰茂,96.5,97.1,94.2,96.9,96.5,255
2235,謚源,34.0,34.0,33.1,33.55,33.5,6
2596,綠意,33.9,34.6,33.9,34.45,33.900000000000006,135
2640,大車隊,129.5,130.5,129.0,130.5,129.5,18
2641,正德,20.7,20.95,20.6,20.8,20.55,3037
2643,捷迅,74.1,74.1,73.9,73.9,74.80000000000001,15
2718,全心投控,52.9,53.2,51.9,51.9,52.6,66
2719,燦星旅,30.7,30.7,30.6,30.7,30.7,22
2726,雅茗-KY,14.85,14.9,14.7,14.8,14.850000000000001,60
2729,瓦城,175.5,175.5,175.5,175.5,175.5,4
2732,六角,71.3,73.0,71.2,71.3,70.6,33
2734,易飛網,18.3,18.55,18.3,18.5,18.45,33
2736,富野,15.05,15.1,14.9,15.0,14.9,51
2740,天蔥,30.5,30.5,28.5,29.45,29.55,45
2743,山富,78.2,79.2,78.2,78.5,77.6,76
2745,五福,104.0,105.5,104.0,105.5,103.0,88
2751,王座,65.2,65.2,63.8,63.9,64.1,5
2752,豆府,209.0,209.0,207.5,209.0,208.0,10
2754,亞洲藏壽司,84.3,85.0,84.3,84.7,83.60000000000001,28
2755,揚秦,122.5,122.5,121.5,122.5,121.0,9
2756,聯發國際,91.2,91.2,89.5,89.5,90.4,22
2916,滿心,49.05,49.5,49.05,49.4,49.3,25
2924,宏太-KY,22.0,22.25,22.0,22.15,24.2,7
2926,誠品生活,39.0,39.2,38.9,39.2,39.2,4
2937,集雅社,45.0,45.0,44.0,44.0,43.85,4
2947,振宇五金,83.3,83.3,80.4,82.0,83.2,22
2948,寶陞,37.2,38.0,37.2,38.0,39.85,2
3064,泰偉,50.1,50.1,50.1,50.1,48.5,1
3066,李洲,14.15,14.15,13.9,13.9,13.8,63
3067,全域,19.0,19.0,19.0,19.0,19.0,2
3071,協禧,22.35,22.35,22.05,22.1,22.3,62
3073,天方能源,39.5,39.55,33.6,33.6,37.0,1359
3078,僑威,68.0,69.0,67.8,68.2,67.7,1260
3081,聯亞,613.0,642.0,594.0,602.0,606.0,9375
3083,網龍,35.2,36.0,34.95,35.65,35.0,162
3085,新零售,14.3,14.3,14.3,14.3,14.4,2
3086,華義,218.5,226.5,217.5,217.5,217.5,189
3088,艾訊,76.9,77.9,76.8,77.4,76.80000000000001,227
3093,港建*,25.55,25.55,25.15,25.2,25.45,60
3095,及成,27.25,27.25,27.0,27.1,27.1,11
3105,穩懋,168.5,172.5,166.5,168.5,167.5,15798
3114,好德,24.85,24.9,24.5,24.7,24.7,71
3118,進階,32.9,33.05,32.9,32.9,32.9,5
3122,笙泉,21.3,21.5,21.2,21.25,20.85,57
3128,昇銳,25.95,27.1,25.95,26.7,25.95,553
3131,弘塑,1445.0,1445.0,1380.0,1380.0,1430.0,816
3141,晶宏,51.3,53.0,51.2,51.2,51.300000000000004,377
3147,大綜,167.0,169.5,165.0,165.0,167.0,136
3152,璟德,140.0,142.0,136.0,142.0,129.5,1713
3158,嘉實,91.5,91.5,90.0,91.5,91.5,82
3162,精確,60.7,61.3,59.0,59.2,60.7,2067
3163,波若威,352.0,358.0,344.0,350.0,349.5,2287
3169,亞信,95.7,98.5,95.7,97.0,94.5,224
3171,炎洲流通,47.2,47.6,46.85,47.05,46.699999999999996,20
3176,基亞,32.8,32.8,31.65,32.0,32.35,324
3178,公準,57.8,57.8,57.8,57.8,52.599999999999994,145
3188,鑫龍騰,30.9,31.2,30.7,30.75,30.8,324
3191,雲嘉南,18.55,19.0,18.55,18.85,18.75,6
3205,佰研,50.4,52.2,50.4,51.3,50.5,119
3206,志豐,32.55,32.55,32.1,32.3,32.449999999999996,44
3207,耀勝,67.6,68.0,66.5,66.8,67.5,163
3211,順達,283.5,309.0,283.5,304.5,281.0,17019
3213,茂訊,100.0,105.0,100.0,100.5,97.6,650
3217,優群,158.0,162.0,158.0,161.5,157.5,459
3218,大學光,140.5,143.5,140.5,141.5,140.5,74
3219,倚強科,58.0,59.6,57.3,57.4,57.0,360
3221,台嘉碩,20.7,21.2,20.7,20.85,20.55,189
3224,三顧,44.55,45.3,44.25,44.25,45.45,76
3226,龍鋒,45.5,45.5,43.75,43.75,44.0,4
3227,原相,204.0,204.0,200.0,201.0,203.0,1044
3228,金麗科,133.5,136.5,132.0,134.0,133.5,172
3230,錦明,39.55,40.4,39.0,39.2,40.050000000000004,127
3232,昱捷,23.8,23.8,23.2,23.2,23.65,34
3234,光環,44.4,44.6,43.05,43.8,42.9,619
3236,千如,26.6,28.25,26.45,27.2,26.4,5445
3252,海灣,19.85,19.85,19.8,19.8,19.8,10
3259,鑫創,21.5,21.7,21.45,21.45,21.5,40
3260,威剛,181.0,197.0,180.5,196.5,179.5,27545
3264,欣銓,90.5,92.2,89.4,90.7,89.60000000000001,5677
3265,台星科,101.5,103.0,101.0,102.0,100.5,922
3268,海德威,18.05,18.35,17.85,17.85,18.05,21
3272,東碩,19.65,19.65,19.2,19.35,19.25,30
3276,宇環,15.2,15.65,15.2,15.55,15.100000000000001,374
3284,太普高,20.85,21.1,20.6,20.65,20.849999999999998,137
3285,微端,29.25,29.25,29.2,29.2,28.7,16
3287,廣寰科,29.9,30.2,29.2,29.2,29.099999999999998,67
3288,點晶,16.75,16.9,16.75,16.8,16.75,7
3289,宜特,103.5,105.5,103.5,105.0,103.5,240
3290,東浦,44.1,44.35,42.85,42.85,43.75,544
3293,鈊象,706.0,711.0,700.0,700.0,705.0,1079
3294,英濟,40.35,40.7,39.75,39.85,39.95,446
3297,杭特,40.45,42.45,40.45,41.55,40.449999999999996,294
3303,岱稜,44.8,45.1,44.55,44.8,45.0,74
3306,鼎天,51.5,52.4,51.1,51.3,51.199999999999996,441
3310,佳穎,79.9,81.9,78.0,81.9,79.9,99
3313,斐成,15.05,15.25,14.85,14.9,15.0,315
3317,尼克森,45.05,46.2,44.9,45.25,44.5,307
3322,建舜電,15.2,15.75,14.75,15.3,15.25,2373
3323,加百裕,40.5,42.6,40.35,40.6,39.95,8493
3324,雙鴻,898.0,904.0,887.0,887.0,886.0,1820
3325,旭品,17.8,17.8,17.4,17.5,17.45,73
3332,幸康,56.6,58.0,56.5,56.8,57.3,60
3339,泰谷,24.95,25.75,24.2,24.4,24.549999999999997,346
3349,寶德,30.65,32.3,30.2,31.5,29.9,1802
3354,律勝,20.25,20.25,19.5,19.5,19.95,241
3357,臺慶科,143.5,150.0,143.0,148.5,142.5,819
3360,尚立,13.4,13.4,13.05,13.05,13.200000000000001,104
3362,先進光,91.4,94.0,91.3,92.2,90.2,424
3363,上詮,409.0,427.5,409.0,418.0,411.0,1182
3372,典範,18.6,19.15,18.6,18.95,18.2,738
3373,熱映,18.2,18.25,18.0,18.0,18.05,43
3374,精材,132.0,133.5,130.5,131.0,132.0,1869
3379,彬台,50.6,50.9,49.95,49.95,50.300000000000004,159
3388,崇越電,62.1,62.1,61.6,61.9,61.5,12
3390,旭軟,21.95,22.2,21.5,21.5,21.95,73
3402,漢科,126.5,134.5,126.5,130.0,125.5,2676
3426,台興,42.8,42.8,40.8,40.8,40.5,12
3430,奇鈦科,59.3,59.9,57.4,57.6,59.300000000000004,349
3434,哲固,31.5,32.9,31.5,31.9,30.849999999999998,241
3438,類比科,52.5,54.9,52.5,53.0,52.5,175
3441,聯一光,38.2,38.7,38.15,38.45,38.0,184
3444,利機,54.9,56.9,54.3,55.6,54.1,914
3455,由田,92.9,93.2,90.3,90.9,92.0,508
3465,進泰電子,45.2,45.2,45.2,45.2,45.2,3
3466,德晉,44.6,44.85,42.55,42.65,44.35,639
3467,台灣精材,49.95,49.95,49.95,49.95,45.45,183
3479,安勤,91.5,93.1,91.5,91.5,91.5,307
3483,力致,91.8,92.7,91.0,91.5,91.6,200
3484,崧騰,48.6,48.6,47.75,47.75,47.9,71
3489,森寶,22.6,23.1,22.6,23.1,22.55,92
3490,單井,26.75,26.75,25.35,25.75,26.35,1705
3491,昇達科,614.0,638.0,608.0,614.0,614.0,4603
3492,長盛,25.8,26.5,25.65,26.05,25.75,77
3498,陽程,49.8,50.4,47.9,48.05,48.9,589
3499,環天科,15.25,16.7,15.25,16.7,15.2,1218
3508,位速,22.3,23.0,22.3,22.35,22.05,48
3511,矽瑪,20.2,20.25,19.9,19.9,19.9,138
3512,皇龍,21.8,21.8,21.6,21.8,21.75,23
3516,亞帝歐,19.8,19.9,19.7,19.9,19.95,15
3520,華盈,16.95,17.0,16.65,16.7,16.75,150
3521,鴻翊,15.5,15.8,15.3,15.4,15.5,83
3522,御嵿,17.4,18.0,17.25,17.95,17.0,504
3523,迎輝,17.25,17.25,16.6,17.0,17.3,4
3526,凡甲,242.0,243.5,241.0,243.0,242.0,109
3527,聚積,64.2,64.2,59.7,60.5,59.6,710
3529,力旺,1740.0,1745.0,1690.0,1705.0,1745.0,978
3531,先益,21.2,21.2,21.0,21.0,21.25,13
3537,堡達,49.45,51.8,49.4,50.2,49.45,882
3540,曜越,30.0,31.05,30.0,30.15,29.9,252
3541,西柏,24.1,24.4,24.0,24.1,24.0,14
3546,宇峻,79.8,80.3,78.7,78.9,78.7,192
3548,兆利,89.8,92.0,89.6,89.6,89.39999999999999,353
3551,世禾,216.0,216.0,206.0,208.5,214.0,1657
3552,同致,65.0,65.8,63.7,63.8,63.699999999999996,170
3555,博士旺,90.0,97.0,90.0,94.6,88.3,888
3556,禾瑞亞,36.9,37.2,36.9,36.9,36.9,29
3558,神準,134.0,136.0,132.0,132.5,132.0,150
3564,其陽,48.55,49.1,47.8,47.8,48.199999999999996,40
3567,逸昌,25.7,25.7,25.5,25.55,25.6,11
3570,大塚,168.0,168.5,168.0,168.5,167.5,8
3577,泓格,62.5,63.0,61.5,61.8,62.599999999999994,274
3580,友威科,58.3,59.5,58.3,58.8,58.3,124
3581,博磊,60.3,64.5,59.9,60.7,59.800000000000004,734
3587,閎康,197.5,197.5,192.5,192.5,196.0,222
3594,磐儀,39.2,39.2,38.1,38.2,38.25,139
3597,映興,26.0,26.0,25.65,25.8,25.900000000000002,28
3609,三一東林,43.45,43.9,42.9,42.9,43.949999999999996,119
3611,鼎翰,205.0,206.0,204.0,204.0,205.5,24
3615,安可,24.0,24.05,23.35,23.45,23.8,272
3623,富晶通,21.4,22.1,21.4,21.7,21.2,43
3624,光頡,51.0,54.2,50.7,54.2,49.300000000000004,8682
3625,西勝,20.1,20.3,19.85,20.0,20.05,289
3628,盈正,70.4,73.0,69.6,69.9,69.5,514
3629,地心引力,23.9,24.95,23.9,24.5,22.7,8
3630,新鉅科,28.3,29.95,28.3,28.7,28.2,1414
3631,晟楠,24.25,24.3,23.85,24.3,24.1,37
3632,研勤,9.32,9.35,9.32,9.33,9.4,17
3646,艾恩特,25.0,25.0,24.9,25.0,25.1,17
3663,鑫科,46.5,47.3,44.7,44.8,46.3,367
3664,安瑞-KY,16.25,16.4,16.15,16.4,16.25,14
3666,光耀,32.65,32.75,32.35,32.75,32.7,58
3672,康聯訊,15.35,15.35,14.4,14.65,14.5,49
3675,德微,127.0,136.0,127.0,133.0,127.5,317
3680,家登,338.0,340.5,329.5,330.0,334.0,1178
3684,榮昌,56.6,58.4,54.9,58.4,53.1,628
3685,元創精密,41.2,41.5,41.2,41.45,41.1,769
