ticker,name,close,volume
00683L,期元大美元指正2,20.7,160
00684R,期元大美元指反1,15.64,48
00685L,群益臺灣加權正2,123.9,529
00686R,群益臺灣加權反1,1.66,677
00688L,國泰20年美債正2,7.28,7765
00689R,國泰20年美債反1,21.5,5
00690,兆豐藍籌30,43.54,505
00692,富邦公司治理,55.85,3980
00693U,期街口S&P黃豆,21.0,693
00700,富邦恒生國企,18.37,806
00701,國泰股利精選30,28.37,1444
00702,國泰標普低波高息,22.99,31
00703,台新MSCI中國,21.7,244
00706L,期元大S&P日圓正2,20.84,1125
00707R,期元大S&P日圓反1,31.06,1
00708L,期元大S&P黃金正2,88.75,5202
00709,富邦歐洲,36.12,105
00710B,復華彭博非投等債,19.09,136
00711B,復華彭博新興債,16.41,105
00712,復華富時不動產,9.18,10098
00713,元大台灣高息低波,50.85,14947
00714,群益道瓊美國地產,19.95,22
00715L,期街口布蘭特正2,19.93,29293
00717,富邦美國特別股,14.94,182
00728,第一金工業30,36.81,94
00730,富邦臺灣優質高息,23.26,533
00731,復華富時高息低波,67.7,781
00733,富邦臺灣中小,46.19,804
00735,國泰臺韓科技,49.55,325
00736,國泰新興市場,27.47,114
00737,國泰AI機器人,36.67,477
00738U,期元大道瓊白銀,52.65,7464
00739,元大MSCI A股,25.7,41
00752,中信中國50,26.45,3064
00753L,中信中國50正2,12.51,13345
00757,統一FANG+,121.85,1862
00762,元大全球AI,84.95,250
00763U,期街口道瓊銅,30.02,1496
00770,國泰北美科技,58.65,289
00771,元大US高息特別股,16.05,12
00783,富邦中証500,24.21,164
00830,國泰費城半導體,59.5,7546
00850,元大臺灣ESG永續,54.2,359
00851,台新全球AI,56.2,8
00852L,國泰美國道瓊正2,31.42,352
00861,元大全球未來通訊,55.55,356
00865B,國泰US短期公債,46.75,1140
00875,國泰網路資安,40.01,32
00876,元大全球5G,51.4,189
00878,國泰永續高股息,21.25,37795
00881,國泰台灣科技龍頭,31.84,8147
00882,中信中國高股息,15.21,7105
00885,富邦越南,16.68,5268
00891,中信關鍵半導體,19.62,4413
00892,富邦台灣半導體,21.76,815
00893,國泰智能電動車,32.39,1417
00894,中信小資高價30,26.9,1626
00895,富邦未來車,38.7,665
00896,中信綠能及電動車,19.56,10057
00897,富邦基因免疫生技,8.8,484
00898,國泰基因免疫革命,7.85,624
00899,FT潔淨能源,20.41,445
00900,富邦特選高股息30,13.52,45450
00901,永豐智能車供應鏈,24.43,396
00902,中信電池及儲能,13.26,1869
00903,富邦元宇宙,17.81,695
00904,新光臺灣半導體30,22.29,1969
00905,FT臺灣Smart,17.0,1310
00907,永豐優息存股,15.29,1062
00908,富邦入息REITs+,13.52,98
00909,國泰數位支付服務,42.53,3002
00910,第一金太空衛星,43.36,8299
00911,兆豐洲際半導體,33.71,180
00912,中信臺灣智慧50,21.16,377
00913,兆豐台灣晶圓製造,24.43,128
00915,凱基優選高股息30,22.62,5175
00916,國泰全球品牌50,27.18,266
00917,中信特選金融,24.98,99
00918,大華優利高填息30,22.87,18538
00919,群益台灣精選高息,22.17,139207
00920,富邦ESG綠色電力,18.54,281
00921,兆豐龍頭等權重,17.76,594
00922,國泰台灣領袖50,25.22,5325
00923,群益台ESG低碳50,25.34,1312
00924,復華S&P500成長,29.13,1490
00926,凱基全球菁英55,24.7,3044
00927,群益半導體收益,21.15,2778
00929,復華台灣科技優息,17.74,10306
00930,永豐ESG低碳高息,17.08,872
00932,兆豐永續高息等權,14.21,860
00934,中信成長高股息,20.6,1266
00935,野村臺灣新科技50,29.55,2221
00936,台新永續高息中小,15.89,3300
00938,凱基優選30,16.89,475
00939,統一台灣高息動能,14.4,16665
00940,元大台灣價值高息,9.23,17931
00941,中信上游半導體,17.35,2912
00943,兆豐電子高息等權,14.5,185
00944,野村趨勢動能高息,14.54,1691
00945B,凱基美國非投等債,14.44,5397
00946,群益科技高息成長,9.66,5417
00947,台新臺灣IC設計,17.93,862
00949,復華日本龍頭,18.47,2202
00951,台新日本半導體,11.23,1344
00952,凱基台灣AI50,11.76,757
00953B,群益優選非投等債,9.63,20278
00954,中信日本半導體,12.03,1011
00956,中信日經高股息,11.34,431
00960,野村全球航運龍頭,14.29,1288
00961,FT臺灣永續高息,9.36,4285
00962,台新AI優息動能,10.82,569
00963,中信全球高股息,11.26,327
00964,中信亞太高股息,11.38,1724
00965,元大航太防衛科技,22.84,5222
00971,野村美國研發龍頭,17.05,1749
00972,野村日本動能高息,17.9,553
009800,中信NASDAQ,11.14,1146
009801,中信美國創新科技,11.25,1541
009802,富邦旗艦50,11.08,2459
009803,保德信市值動能50,12.85,3830
009804,聯邦台精彩50,14.31,641
009805,新光美國電力基建,12.79,5508
009808,華南永昌優選50,19.21,815
009809,富邦淨零ESG50,10.43,858
00980A,主動野村臺灣優選,14.99,12172
009810,保德信全球藍籌,18.5,59
009811,統一美國50,11.72,2592
009812,野村日本東證,10.66,1517
009813,貝萊德標普卓越50,10.53,5462
00981A,主動統一台股增長,16.43,78431
00981T,平衡凱基雙核收息,10.47,1074
00982A,主動群益台灣強棒,14.16,38322
00982D,主動富邦動態入息,10.11,3888
00983A,主動中信ARK創新,12.32,2195
00983D,主動富邦複合收益,10.18,1425
00984A,主動安聯台灣高息,10.74,4226
00985A,主動野村台灣50,13.08,10123
00985B,群益ESG投等債0-5,10.22,5512
00986A,主動台新龍頭成長,11.59,1490
00988A,主動統一全球創新,10.21,11399
00989A,主動摩根美國科技,15.34,1527
01001T,土銀富邦R1,11.53,219
01002T,土銀國泰R1,14.49,16
01004T,土銀富邦R2,10.75,82
01007T,兆豐國泰R2,13.36,60
01009T,王道圓滿R1,6.91,81
01010T,京城樂富R1,10.02,36
02001L,富邦蘋果正二N,47.53,53
02001R,富邦蘋果反一N,0.89,104
020020,元大台股領航N,15.25,13
020029,元大ESG高股息N,9.61,2
020030,統一智慧電動車N,8.68,1
020031,統一IC設計臺灣N,6.05,1
020034,元大IC設計N,7.45,23
020036,元大金融配息N,7.3,23
020037,元大金融高股息N,8.14,9
020038,元大ESG配息N,7.44,2
020039,元大加權N,8.9,35
1101,台泥,22.35,16845
1101B,台泥乙特,45.45,5
1102,亞泥,37.7,3560
1103,嘉泥,14.0,152
1104,環泥,30.25,450
1108,幸福,14.95,86
1109,信大,15.55,43
1110,東泥,16.3,203
1201,味全,14.75,172
1203,味王,39.8,4
1210,大成,51.5,957
1213,大飲,10.3,27
1215,卜蜂,144.0,709
1216,統一,74.9,2946
1217,愛之味,10.45,397
1218,泰山,18.2,664
1219,福壽,13.55,178
1220,台榮,12.5,75
1225,福懋油,30.05,94
1227,佳格,30.7,233
1229,聯華,47.15,738
1231,聯華食,98.5,183
1232,大統益,145.0,24
1233,天仁,32.1,5
1234,黑松,38.0,72
1235,興泰,47.35,10
1236,宏亞,24.9,101
1256,鮮活果汁-KY,142.0,90
1301,台塑,39.9,14108
1303,南亞,61.1,38711
1304,台聚,11.5,2871
1305,華夏,11.25,1046
1307,三芳,32.5,440
1308,亞聚,13.5,1587
1309,台達化,11.5,1298
1310,台苯,8.77,919
1312,國喬,11.6,4515
1312A,國喬特,21.75,133
1313,聯成,10.65,1904
1314,中石化,7.78,17788
1315,達新,64.3,37
1316,上曜,15.15,1955
1319,東陽,89.9,3322
1321,大洋,35.05,132
1323,永裕,19.55,25
1324,地球,10.55,14
1325,恆大,31.35,381
1326,台化,31.9,8882
1337,再生-KY,4.89,554
1338,廣華-KY,20.25,58
1339,昭輝,44.6,22
1340,勝悅-KY,7.07,311
1341,富林-KY,58.0,6
1342,八貫,86.5,57
1402,遠東新,28.15,4868
1409,新纖,14.85,2801
1410,南染,34.5,3
1413,宏洲,10.0,13
1414,東和,16.95,295
1416,廣豐,11.75,78
1417,嘉裕,9.03,188
1418,東華,19.8,19
1419,新紡,71.0,216
1423,利華,38.0,34
1432,大魯閣,18.3,137
1434,福懋,15.95,799
1435,中福,24.7,52
1436,華友聯,63.2,154
1437,勤益控,34.5,195
1438,三地開發,33.7,4
1439,雋揚,27.4,10
1440,南紡,13.8,1751
1441,大東,10.5,11
1442,名軒,31.8,484
1443,立益物流,27.0,9
1444,力麗,6.08,675
1445,大宇,14.0,47
1446,宏和,17.95,62
1447,力鵬,5.65,245
1449,佳和,10.95,1032
1451,年興,17.3,176
1452,宏益,11.9,36
1453,大將,12.15,56
1454,台富,13.35,50
1455,集盛,7.66,241
1456,怡華,13.2,9
1457,宜進,15.9,42
1459,聯發,11.75,255
1460,宏遠,6.28,913
1463,強盛新,19.6,44
1464,得力,11.3,526
1465,偉全,13.05,36
1466,聚隆,14.4,98
1467,南緯,7.04,121
1468,昶和,12.0,34
1470,大統新創,23.1,21
1471,首利,8.51,262
1472,三洋實業,90.1,42
1473,台南,24.4,47
1474,弘裕,11.0,56
1475,業旺,31.55,117
1476,儒鴻,394.0,652
1477,聚陽,298.5,776
1503,士電,174.0,1699
1504,東元,87.7,51517
1506,正道,11.7,52
1512,瑞利,7.61,38
1513,中興電,152.5,4404
1514,亞力,101.0,4411
1515,力山,28.65,347
1516,川飛,20.05,49
1517,利奇,11.2,118
1519,華城,807.0,11957
1521,大億,24.05,5
1522,堤維西,47.0,1118
1522A,堤維西甲特,49.1,1
1524,耿鼎,28.05,736
1525,江申,65.0,28
1526,日馳,16.95,58
1527,鑽全,33.4,514
1528,恩德,15.35,2581
1529,樂事綠能,18.8,374
1530,亞崴,27.0,9
1531,高林股,11.9,23
1532,勤美,26.9,410
1533,車王電,32.4,124
1535,中宇,53.2,21
1536,和大,59.7,1586
1537,廣隆,125.0,40
1538,正峰,27.7,1
1539,巨庭,17.15,15
1540,喬福,23.15,361
1541,錩泰,23.75,3
1558,伸興,99.7,32
1560,中砂,369.0,6546
1563,巧新,40.6,164
1568,倉佑,21.8,62
1582,信錦,65.6,232
1587,吉茂,43.55,416
1589,永冠-KY,17.45,503
1590,亞德客-KY,973.0,1306
1597,直得,72.4,177
1598,岱宇,21.4,232
1603,華電,38.15,466
1604,聲寶,24.6,55
1605,華新,31.85,130253
1608,華榮,38.35,23268
1609,大亞,39.05,6317
1611,中電,12.2,486
1612,宏泰,34.6,671
1614,三洋電,34.3,46
1615,大山,49.45,153
1616,億泰,28.55,1400
1617,榮星,14.4,141
1618,合機,42.35,868
1626,艾美特-KY,11.85,44
1702,南僑,37.9,302
1707,葡萄王,127.5,39
1708,東鹼,32.8,616
1709,和益,16.75,175
1710,東聯,12.35,1191
1711,永光,18.1,841
1712,興農,43.5,318
1713,國化,42.9,85
1714,和桐,8.35,1658
1717,長興,40.15,8388
1718,中纖,6.91,1969
1720,生達,60.3,304
1721,三晃,11.2,476
1722,台肥,47.05,1305
1723,中碳,69.5,342
1725,元禎,25.7,34
1726,永記,76.3,6
1727,中華化,38.5,3783
1730,花仙子,53.4,22
1731,美吾華,21.85,51
1732,毛寶,28.85,105
1733,五鼎,30.8,156
1734,杏輝,30.7,88
1735,日勝化,14.65,29
1736,喬山,158.0,262
1737,臺鹽,31.55,97
1752,南光,37.9,50
1760,寶齡富錦,65.5,95
1762,中化生,24.85,26
1773,勝一,138.5,315
1776,展宇,14.9,10
1783,和康生,42.9,82
1786,科妍,74.6,395
1789,神隆,17.05,619
1795,美時,277.5,2662
1802,台玻,37.3,63442
1805,寶徠,11.25,56
1806,冠軍,8.98,229
1808,潤隆,32.35,1694
1809,中釉,17.6,387
1810,和成,16.85,576
1817,凱撒衛,38.6,22
1903,士紙,56.1,142
1904,正隆,18.05,680
1905,華紙,11.9,1348
1906,寶隆,12.25,23
1907,永豐餘,26.5,850
1909,榮成,10.95,2141
2002,中鋼,18.75,27705
2002A,中鋼特,38.75,9
2006,東和鋼鐵,70.8,1012
2007,燁興,7.31,117
2008,高興昌,29.55,9
2009,第一銅,44.75,17638
2010,春源,20.45,452
2012,春雨,14.9,39
2013,中鋼構,42.05,19
2014,中鴻,15.2,5321
2015,豐興,63.2,137
2017,官田鋼,8.4,246
2020,美亞,23.25,171
2022,聚亨,8.22,246
2023,燁輝,15.0,1156
2024,志聯,15.6,3
2025,千興,9.6,93
2027,大成鋼,37.15,11068
2028,威致,16.35,12
2029,盛餘,20.5,88
2030,彰源,13.8,151
2031,新光鋼,37.55,287
2032,新鋼,14.1,331
2033,佳大,15.75,93
2034,允強,20.1,1214
2038,海光,14.15,285
2049,上銀,203.5,2919
2059,川湖,3740.0,1057
2062,橋椿,21.2,171
2069,運錩,16.45,157
2101,南港,38.45,1399
2102,泰豐,20.0,561
2103,台橡,16.0,2456
2104,國際中橡,11.35,4977
2105,正新,30.85,6907
2106,建大,20.65,932
2107,厚生,24.65,271
2108,南帝,22.9,263
2109,華豐,15.1,61
2114,鑫永銓,89.8,16
2115,六暉-KY,24.75,65
2201,裕隆,33.25,3731
2204,中華,59.5,699
2206,三陽工業,61.1,459
2207,和泰車,595.0,218
2208,台船,20.05,1516
2211,長榮鋼,113.0,944
2227,裕日車,55.8,21
2228,劍麟,108.0,2428
2231,為升,93.0,309
2233,宇隆,187.5,287
2236,百達-KY,116.5,653
2239,英利-KY,38.6,191
2241,艾姆勒,38.0,794
2243,宏旭-KY,11.85,409
2247,汎德永業,292.5,33
2248,華勝-KY,49.75,36
2250,IKKA-KY,71.1,107
2254,巨鎧精密-創,59.3,1
2258,鴻華先進-創,38.85,302
2301,光寶科,153.5,9256
2302,麗正,17.7,654
2303,聯電,48.8,41378
2305,全友,10.7,463
2308,台達電,938.0,9967
2312,金寶,23.15,31521
2313,華通,85.4,12493
2314,台揚,23.0,92
2316,楠梓電,107.0,3202
2317,鴻海,227.0,29684
2321,東訊,16.7,3
2323,中環,11.0,63261
2324,仁寶,30.05,9910
2327,國巨*,237.5,17471
2328,廣宇,47.35,1786
2329,華泰,50.9,35578
2330,台積電,1480.0,24025
2331,精英,25.15,34254
2332,友訊,15.95,4017
2337,旺宏,38.1,159282
2338,光罩,35.25,417
2340,台亞,27.7,3690
2342,茂矽,29.15,941
2344,華邦電,74.6,543798
2345,智邦,1155.0,5584
2347,聯強,60.0,2335
2348,海悅,82.8,487
2348A,海悅甲特,36.5,5
2349,錸德,14.05,27024
2351,順德,78.4,434
2352,佳世達,26.95,3891
2353,宏碁,26.6,16842
2354,鴻準,63.7,3537
2355,敬鵬,31.95,1012
2356,英業達,43.65,7545
2357,華碩,588.0,2342
2359,所羅門,128.5,800
2360,致茂,805.0,2680
2362,藍天,40.65,287
2363,矽統,47.95,1438
2364,倫飛,67.3,182
2365,昆盈,35.85,1379
2367,燿華,25.5,6754
2368,金像電,618.0,7432
2369,菱生,23.45,13739
2371,大同,35.1,59082
2373,震旦行,57.0,7
2374,佳能,80.3,3866
2375,凱美,93.2,2436
2376,技嘉,239.0,3464
2377,微星,99.3,6244
2379,瑞昱,528.0,944
2380,虹光,5.0,170
2382,廣達,286.5,6348
2383,台光電,1605.0,2675
2385,群光,114.0,1751
2387,精元,39.25,348
2388,威盛,64.1,18459
2390,云辰,9.73,398
2392,正崴,37.7,880
2393,億光,50.5,1587
2395,研華,280.0,1627
2397,友通,61.5,77
2399,映泰,24.4,6302
2401,凌陽,20.5,1062
2402,毅嘉,63.8,46475
2404,漢唐,946.0,7238
2405,輔信,18.45,2078
2406,國碩,27.0,71622
2408,南亞科,162.0,26669
2409,友達,11.35,33361
2412,中華電,130.5,2748
2413,環科,30.25,10668
2414,精技,41.25,54
2415,錩新,26.55,282
2417,圓剛,37.35,532
2419,仲琦,23.95,1283
2420,新巨,50.6,88
2421,建準,157.5,2208
2423,固緯,54.7,66
2424,隴華,44.2,443
2425,承啟,30.9,733
2426,鼎元,16.75,426
2427,三商電,27.1,453
2428,興勤,180.5,369
2429,銘旺科,80.6,1425
2430,燦坤,23.1,129
2431,聯昌,11.2,354
2432,倚天酷碁-創,26.4,9
2433,互盛電,47.85,2
2434,統懋,32.1,56
2436,偉詮電,48.7,941
2438,翔耀,22.7,51
2439,美律,99.7,955
2440,太空梭,13.0,241
2441,超豐,80.8,13338
2442,新美齊,26.05,1539
2444,兆勁,10.8,183
2449,京元電子,230.0,19094
2450,神腦,28.95,98
2451,創見,181.5,4430
2453,凌群,53.2,166
2454,聯發科,1405.0,5427
2455,全新,139.0,4059
2457,飛宏,30.2,4986
2458,義隆,125.5,923
2459,敦吉,66.6,48
2460,建通,20.05,376
2461,光群雷,15.25,169
2462,良得電,22.4,116
2464,盟立,60.1,777
2465,麗臺,59.7,824
2466,冠西電,65.4,1344
2467,志聖,244.5,7541
2468,華經,41.5,230
2471,資通,49.65,69
2472,立隆電,107.0,2871
2474,可成,187.0,1369
2476,鉅祥,88.8,1085
2477,美隆電,24.0,120
2478,大毅,58.3,1306
2480,敦陽科,150.5,45
2481,強茂,83.8,20695
2482,連宇,17.1,99
2483,百容,18.5,207
2484,希華,20.75,121
2485,兆赫,27.3,65573
2486,一詮,95.4,12112
2488,漢平,45.5,84
2489,瑞軒,14.4,3124
2491,吉祥全,20.2,480
2492,華新科,120.0,6250
2493,揚博,103.5,1295
2495,普安,28.95,12126
2496,卓越,68.6,8
2497,怡利電,45.35,223
2498,宏達電,51.0,16550
2501,國建,22.1,879
2504,國產,35.65,1587
2505,國揚,19.15,217
2506,太設,9.44,104
2509,全坤建,14.9,61
2511,太子,8.1,1130
2514,龍邦,14.55,348
2515,中工,12.8,6820
2516,新建,15.1,223
2520,冠德,32.5,1718
2524,京城,41.4,56
2527,宏璟,28.9,105
2528,皇普,30.15,469
2530,華建,27.7,253
2534,宏盛,20.3,466
2535,達欣工,62.9,95
2536,宏普,26.75,226
2537,聯上發,10.55,593
2538,基泰,11.15,208
2539,櫻花建,47.8,336
2540,愛山林,46.55,777
2542,興富發,37.35,4411
2543,皇昌,62.3,2583
2545,皇翔,37.05,686
2546,根基,87.5,50
2547,日勝生,10.65,630
2548,華固,103.5,244
2597,潤弘,165.0,274
2601,益航,5.63,724
2603,長榮,183.0,9439
2605,新興,25.5,17685
2606,裕民,59.1,12535
2607,榮運,57.2,617
2608,嘉里大榮,33.45,82
2609,陽明,50.8,10308
2610,華航,19.45,27142
2611,志信,14.85,292
2612,中航,62.1,2655
2613,中櫃,23.65,333
2614,東森,23.15,10482
2615,萬海,78.2,5827
2616,山隆,13.85,56
2617,台航,30.45,912
2618,長榮航,35.3,16444
2630,亞航,50.4,1808
2633,台灣高鐵,27.7,3413
2634,漢翔,50.5,4703
2636,台驊控股,64.8,254
2637,慧洋-KY,64.8,6798
2642,宅配通,26.5,38
2645,長榮航太,140.5,1375
2646,星宇航空,23.4,2375
2701,萬企,11.1,13
2702,華園,11.95,41
2704,國賓,43.55,20
2705,六福,16.55,44
2706,第一店,13.05,75
2707,晶華,190.0,176
2712,遠雄來,18.4,25
2722,夏都,27.25,17
2723,美食-KY,66.7,285
2727,王品,211.5,190
2731,雄獅,164.5,652
2739,寒舍,35.6,45
2748,雲品,43.15,44
2753,八方雲集,196.5,512
2762,世界健身-KY,77.7,11
2801,彰銀,20.7,17505
2812,台中銀,21.25,11416
2816,旺旺保,29.15,120
2820,華票,16.85,616
2832,台產,52.4,229
2834,臺企銀,15.8,10423
2836,高雄銀,12.3,2478
2836A,高雄銀甲特,23.8,8
2838,聯邦銀,19.3,721
2838A,聯邦銀甲特,54.6,16
2845,遠東銀,12.7,4759
2849,安泰銀,13.4,82
2850,新產,119.0,202
2851,中再保,26.05,1012
2852,第一保,28.1,292
2855,統一證,24.35,1190
2867,三商壽,7.78,25987
2880,華南金,30.95,10368
2881,富邦金,96.8,22347
2881A,富邦特,63.5,11
2881B,富邦金乙特,61.8,3
2881C,富邦金丙特,53.7,10
2882,國泰金,70.1,34367
2882A,國泰特,60.8,1388
2882B,國泰金乙特,60.0,74
2883,凱基金,17.05,55022
2883B,凱基金乙特,7.84,889
2884,玉山金,32.8,40549
2885,元大金,38.05,18703
2886,兆豐金,41.15,16862
2887,台新新光金,19.4,96605
2887E,台新新光戊特一,49.75,190
2887F,台新新光戊特二,46.0,145
2887G,台新新光庚特一,39.2,60
2887H,台新新光庚特二,38.8,158
2887I,台新新光辛特,9.42,1263
2887Z1,台新新光己特,16.35,227
2889,國票金,16.1,2875
2890,永豐金,27.6,23260
2891,中信金,46.5,53225
2891B,中信金乙特,63.8,2
2892,第一金,28.35,29417
2897,王道銀行,9.16,2838
2897B,王道銀乙特,11.9,13
2901,欣欣,25.3,34
2903,遠百,22.9,2422
2904,匯僑,17.2,48
2905,三商,16.6,1248
2906,高林,13.0,63
2908,特力,20.4,298
2910,統領,21.05,5
2911,麗嬰房,4.53,47
2912,統一超,228.0,1734
2913,農林,13.95,1988
2915,潤泰全,54.7,1231
2923,鼎固-KY,21.95,12
2929,淘帝-KY,7.86,203
2939,永邑-KY,24.35,13
2945,三商家購,38.1,13
3002,歐格,27.55,2756
3003,健和興,47.6,124
3004,豐達科,97.0,613
3005,神基,120.0,1608
3006,晶豪科,82.6,4676
3008,大立光,2060.0,350
3010,華立,119.0,1875
3011,今皓,13.3,432
3013,晟銘電,139.0,6395
3014,聯陽,117.0,319
3015,全漢,55.5,526
3016,嘉晶,50.9,594
3017,奇鋐,1425.0,5865
3018,隆銘綠能,11.4,140
3019,亞光,138.0,1421
3021,鴻名,17.8,60
3022,威強電,66.0,393
3023,信邦,218.5,603
3024,憶聲,10.9,776
3025,星通,62.0,6349
3026,禾伸堂,103.0,1588
3027,盛達,23.0,216
3028,增你強,38.35,2532
3029,零壹,110.5,479
3030,德律,166.0,2192
3031,佰鴻,19.75,388
3032,偉訓,78.8,495
3033,威健,30.6,820
3034,聯詠,373.0,2057
3035,智原,170.5,1293
3036,文曄,151.0,4517
3036A,文曄甲特,51.4,71
3037,欣興,225.0,19839
3038,全台,22.35,1245
3040,遠見,56.7,211
3041,揚智,25.2,332
3042,晶技,86.0,686
3043,科風,21.55,96
3044,健鼎,309.0,1567
3045,台灣大,105.5,6163
3046,建碁,53.0,2160
3047,訊舟,17.85,1623
3048,益登,40.4,4770
3049,精金,7.02,1966
3050,鈺德,12.75,2469
3051,力特,18.35,310
3052,夆典,11.45,612
3054,立萬利,25.1,67
3055,蔚華科,79.5,2207
3056,富華新,17.9,1241
3057,喬鼎,15.6,200
3058,立德,10.75,1409
3059,華晶科,41.65,1322
3060,銘異,32.75,27071
3062,建漢,24.1,4593
3090,日電貿,104.5,24892
3092,鴻碩,15.8,365
3094,聯傑,24.2,79
3130,一零四,225.0,9
3135,凌航,65.8,1507
3138,耀登,90.0,175
3149,正達,34.4,1066
3150,鈺寶-創,19.2,18
3164,景岳,18.25,48
3167,大量,233.0,7467
3168,眾福科,43.5,8
3189,景碩,151.5,10509
3209,全科,31.8,272
3229,晟鈦,24.0,1554
3231,緯創,143.5,24583
3257,虹冠電,64.4,636
3266,昇陽,13.85,35
3296,勝德,23.3,605
3305,昇貿,96.6,2096
3308,聯德,15.3,14
3311,閎暉,30.9,196
3312,弘憶股,36.2,338
3321,同泰,19.25,234
3338,泰碩,48.7,332
3346,麗清,19.05,151
3356,奇偶,45.7,118
3376,新日興,210.5,3664
3380,明泰,32.15,3605
3406,玉晶光,413.5,487
3413,京鼎,296.5,1447
3416,融程電,150.0,111
3419,譁裕,13.1,83
3432,台端,14.2,27
3437,榮創,14.35,303
3443,創意,2275.0,3942
3447,展達,48.2,169
3450,聯鈞,269.0,12477
3454,晶睿,98.7,338
3481,群創,13.35,50334
3494,誠研,8.61,108
3501,維熹,48.05,115
3504,揚明光,52.3,99
3515,華擎,252.5,4009
3518,柏騰,20.95,47
3528,安馳,69.6,89
3530,晶相光,71.3,343
3532,台勝科,96.6,483
3533,嘉澤,1300.0,808
3535,晶彩科,86.8,3211
3543,州巧,44.9,1684
3545,敦泰,50.9,556
3550,聯穎,12.4,1491
3557,嘉威,35.8,31
3563,牧德,527.0,3188
3576,聯合再生,7.04,24883
3583,辛耘,337.0,591
3588,通嘉,48.5,192
3591,艾笛森,18.6,505
3592,瑞鼎,219.0,723
3596,智易,182.5,313
3605,宏致,61.9,615
3607,谷崧,13.95,229
3617,碩天,199.0,211
3622,洋華,62.7,397
3645,達邁,53.2,854
3652,精聯,28.95,17
3653,健策,2995.0,1312
3661,世芯-KY,3220.0,1414
3665,貿聯-KY,1535.0,1858
3669,圓展,28.95,22
3673,TPK-KY,42.2,2664
3679,新至陞,113.0,8
3686,達能,18.9,337
3694,海華,58.2,1484
3701,大眾控,37.75,4596
3702,大聯大,63.6,3050
3703,欣陸,22.7,737
3704,合勤控,33.3,2796
3705,永信,56.1,269
3706,神達,84.0,31000
3708,上緯投控,104.0,1403
3711,日月光投控,243.5,13651
3712,永崴投控,24.95,462
3714,富采,34.55,5715
3715,定穎投控,120.0,30661
3716,中化控股,33.85,79
3717,聯嘉投控,17.55,390
4104,佳醫,81.5,64
4106,雃博,22.1,82
4108,懷特,13.85,142
4119,旭富,48.55,73
4133,亞諾法,22.85,19
4137,麗豐-KY,98.3,101
4142,國光生,19.25,1787
4148,全宇生技-KY,39.85,17
4155,訊映,15.0,69
4164,承業醫,38.5,2190
4190,佐登-KY,30.0,31
4306,炎洲,14.1,1276
4414,如興,10.75,1152
4426,利勤,9.83,76
4438,廣越,79.1,46
4439,冠星-KY,103.5,8
4440,宜新實業,18.1,85
4441,振大環球,246.5,53
4526,東台,29.15,1729
4532,瑞智,24.35,609
4536,拓凱,161.5,212
4540,全球傳動,35.35,477
4545,銘鈺,34.25,341
4551,智伸科,118.5,159
4552,力達-KY,23.4,63
4555,氣立,39.65,96
4557,永新-KY,77.7,131
4560,強信-KY,32.8,92
